sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,source,environment_type,location,Dominant Color,Size_Category
Longmen_2018-04-27_A_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,1.64446637066272,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,4.025440785766041,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,3.3752425955615566,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,1.716001716001716,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,11.141174598121918,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,13.21722904680454,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,25.112244121451948,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,18.90645088104061,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,2.2404779686333085,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,10.476689366160292,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,14.453187730849525,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,16.390755613833797,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,10.568962480183194,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,6.440334897414664,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,5.869036639557306,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.8884150675195451,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.7742335088262621,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-04-27,16.98551761129984,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-04-27,1.7281603732826407,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",green,mesoplastics
Longmen_2018-04-27_B_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,2.4230676035861403,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,1.5493066852583468,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,2.965159377316531,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,7.727975270479134,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,1.4986886474334955,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,3.703978072449811,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,3.828190797029325,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,9.374467359809104,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,8.710801393728223,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,14.599961066770486,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,20.3921568627451,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,20.761741122565866,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,26.90238278247502,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,3.9286556140488726,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,10.500262506562663,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,10.268857356235996,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,1.8601190476190472,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",blue,mesoplastics
Longmen_2018-04-27_B_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",orange_brown_yellow,mesoplastics
Longmen_2018-04-27_B_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.7986582541330565,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",red_pink,mesoplastics
Longmen_2018-04-27_B_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,1.5467904098994587,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,4.00737356736395,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-04-27,2.351281448389372,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_B_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-04-27,0.9695559433779328,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_B_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.8543357539513028,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,1.6747613465081224,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,2.8153153153153156,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.8327781479013991,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.8249463784853985,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,3.862495171881035,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,7.730364873222017,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,4.718093890068412,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,24.71169686985173,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,32.88490284005979,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,29.6273195072509,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,29.64652223489168,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,15.845349389954048,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,28.371030026006775,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_C_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,9.669741148467718,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_C_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,6.909258406264394,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",blue,mesoplastics
Longmen_2018-04-27_C_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,3.825847425204682,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,1.5583606046439145,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.774593338497289,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,1.5289350967051452,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-04-27,10.784993451968264,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_C_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-04-27,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,0.858000858000858,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,1.591596371160274,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,1.554968123153475,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",blue,mesoplastics
Longmen_2018-04-27_A_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-04-27,2.282931283768359,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,10.587612493382744,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,2.2404779686333085,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,4.365287235900121,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_A_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-04-27,4.817729243616508,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_A_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,2.4586133420750698,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",grey,mesoplastics
Longmen_2018-04-27_A_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.8807468733485995,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-04-27_A_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,5.520287054926855,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_A_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,1.6768676113020875,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_A_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-04-27_A_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-04-27,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
