"mpID","Continent","Subdivison","Country","System","Waterbody","Zone Area","Tidal Zone","Test Area","Sample Time","Sediment Sample Method","Sediment Depth (cm)","Extract Sediment Wt","Extract Method","Extract Chemical","Extract Oxidizer","No. of Extracts","Inspection","mp range (µm)","mp/kg dw","MP Unit","Dominant Shapes","Dominant Size","Colors","Polymers","N","MP Stat","Notes","Data Obtained From","Abbrev. Reference","DOI"
"344","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","main stream","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","21830","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","farmland; composite of 3 samples from each site","table_text; Table S1, A8","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"345","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","major tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","22930","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","urban; composite of 3 samples from each site","table_text; Table S1, B2","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"346","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","major tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","33460","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","urban; composite of 3 samples from each site","table_text; Table S1, B10","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"347","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","major tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","28480","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","traffic; composite of 3 samples from each site","table_text; Table S1, N3","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"348","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","major tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","31490","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","industrial; composite of 3 samples from each site","table_text; Table S1, N4","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"349","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","secondary tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","39720","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","urban; composite of 3 samples from each site","table_text; Table S1, C1","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"350","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","secondary tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","19950","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","urban; composite of 3 samples from each site","table_text; Table S1, C5","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"351","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","secondary tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","74800","microplastic/kg sediment dry wt.","fm","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","industrial; composite of 3 samples from each site","table_text; Table S1, L1","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"352","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","secondary tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","31620","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","wetland; composite of 3 samples from each site","table_text; Table S1, W3","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"353","Asia","Zhejiang","China","Riverine","Wen-Rui Tang River","Bottom","(N/A)","secondary tributary","2016 Aug","Peterson grab","0-15 cm","100 g dry","1-sieved, 2-oxidized, 3-density separated, 4-nile red","zinc chloride (1.7 g/ml)","wet peroxide","2x","Visual inspection & FTIR","20-5000","44860","microplastic/kg sediment dry wt.","frgmnt","<1 mm","blue, green, purple black, white","Polyethylene, Polypropylene, polystyrene, polyester","1","Single","urban; composite of 3 samples from each site","table_text; Table S1, N7","Wang et al. 2018. Preferential accumulation of ...","https://doi.org/10.1016/j.watres.2018.07.050"
"1207","Asia","Zhejiang","China","Marine","South China Sea","Dredged Sediment","Subtidal","Disposal Site-ED1","2018","Grab","0-5 cm","200 g wet","1-density separated","sodium iodide (1.80 g/ml)","(none)","6x","Visual inspection & FTIR","1-5000","282.8","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","transparent, black, red, yellow, blue","polyethylene terephthalate, rayon, polypropylene, acrylic","6","Mean","includes the dredge disposal site and sites nearby the disposal site","interp_graph; Figure 2","Yi et al. 2023. Distribution and characteristic...","https://doi.org/10.1016/j.marpolbul.2023.115201"
"1208","Asia","Zhejiang","China","Marine","South China Sea","Dredged Sediment","Subtidal","Disposal Site-ED2","2018","Grab","0-5 cm","200 g wet","1-density separated","sodium iodide (1.80 g/ml)","(none)","6x","Visual inspection & FTIR","1-5000","142.5","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","transparent, black, red, yellow, blue","polyethylene terephthalate, rayon, polypropylene, acrylic","3","Mean","includes the dredge disposal site and sites nearby the disposal site","interp_graph; Figure 2","Yi et al. 2023. Distribution and characteristic...","https://doi.org/10.1016/j.marpolbul.2023.115201"
"599","Europe","","Denmark","Lakes","Silkeborg langsø","Littoral","(N/A)","Silkeborg langsø","2019 May","Kajak sampler","0-5 cm","225 g dry","1-sieved, 2-density separated, 3-sieved, 4-oxidized","sodium iodide (1.8 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","50-5000","22","microplastic/kg sediment dry wt.","frgmnt, fbr","(N/R)","brown, gray, blue, orange","suspected paint, polycarbonate, polyester, polpropylene","1","Single","","table_text; Table 2","Kallenbach et al. 2022. Anthropogenically impac...","https://doi.org/10.1007/s11356-022-19001-8"
"598","Europe","","Denmark","Lakes","Ravn sø","Littoral","(N/A)","Ravn sø","2019 May","Kajak sampler","0-5 cm","225 g dry","1-sieved, 2-density separated, 3-sieved, 4-oxidized","sodium iodide (1.8 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","50-5000","53","microplastic/kg sediment dry wt.","frgmnt, fbr","(N/R)","brown, gray, blue, orange","suspected paint, alkyd varnish, polyester","1","Single","","table_text; Table 2","Kallenbach et al. 2022. Anthropogenically impac...","https://doi.org/10.1007/s11356-022-19001-8"
"597","Europe","","Denmark","Lakes","Hinge sø","Littoral","(N/A)","Hinge sø","2019 May","Kajak sampler","0-5 cm","225 g dry","1-sieved, 2-density separated, 3-sieved, 4-oxidized","sodium iodide (1.8 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","50-5000","13","microplastic/kg sediment dry wt.","fbrs","(N/R)","brown, gray, blue, orange","polyamide, polyester","1","Single","","table_text; Table 2","Kallenbach et al. 2022. Anthropogenically impac...","https://doi.org/10.1007/s11356-022-19001-8"
"596","Europe","","Denmark","Lakes","Bryrup langsø","Littoral","(N/A)","Bryrup langsø","2019 May","Kajak sampler","0-5 cm","225 g dry","1-sieved, 2-density separated, 3-sieved, 4-oxidized","sodium iodide (1.8 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","50-5000","9","microplastic/kg sediment dry wt.","frgmnt","(N/R)","brown, gray, blue, orange","alkyd varnish","1","Single","","table_text; Table 2","Kallenbach et al. 2022. Anthropogenically impac...","https://doi.org/10.1007/s11356-022-19001-8"
"595","Europe","","Denmark","Lakes","Arresø","Littoral","(N/A)","Arresø","2019 May","Kajak sampler","0-5 cm","225 g dry","1-sieved, 2-density separated, 3-sieved, 4-oxidized","sodium iodide (1.8 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","50-5000","44","microplastic/kg sediment dry wt.","frgmnt, fbr","(N/R)","brown, gray, blue, orange","polystyrene, suspected paint, alkyd varnish","1","Single","","table_text; Table 2","Kallenbach et al. 2022. Anthropogenically impac...","https://doi.org/10.1007/s11356-022-19001-8"
"721","Europe","","Hungary","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","1810.9","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-17","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"719","Europe","","Hungary","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","2145.7","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-15","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"714","Europe","","Hungary","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream, Nagyag","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","7137","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-D1","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"703","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream, Sopurka","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","4002.2","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-A1","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"704","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream, Sopurka","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","3180.4","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-A2","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"705","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","2267.4","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-7","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"706","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","1719.6","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-8","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"707","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream, Tarac","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","1887","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-B1","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"708","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream, Tarac","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","4565.2","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-B2","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"709","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","1613","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-9","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"710","Europe","","Ukraine","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","3956.5","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-10","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"711","Europe","","Hungary","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream, Talabor","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","2997.8","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-C1","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"726","Europe","","Hungary","Riverine","Tisza River","Bank","(N/A)","Middle Tisza, Upstream, Kraszna","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","4869.6","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-F1","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
"713","Europe","","Hungary","Riverine","Tisza River","Bank","(N/A)","Upper Tisza, Downstream","2019 Aug","iron spatula","0-1 cm","50 g dry","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.8 g/ml)","hydrogen peroxide","1x","Visual inspection only","90-5000","7532.6","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","interp_graph; Figure 4-11","Kiss et al. 2021. Spatial distribution of micro...","https://doi.org/10.1016/j.scitotenv.2021.147306"
