"mpID","Continent","Subdivison","Country","System","Waterbody","Zone Area","Tidal Zone","Test Area","Sample Time","Sediment Sample Method","Sediment Depth (cm)","Extract Sediment Wt","Extract Method","Extract Chemical","Extract Oxidizer","No. of Extracts","Inspection","mp range (µm)","mp/kg dw","MP Unit","Dominant Shapes","Dominant Size","Colors","Polymers","N","MP Stat","Notes","Data Obtained From","Abbrev. Reference","DOI"
"70","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","Harbor/Port","Hamilton Harbor, SE","2014","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","160","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"71","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","Harbor/Port","Hamilton Harbor, index","2014","Trap","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","260","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"62","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Humber Bay sewage treatment plant outfall","2014","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","2550","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"54","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Trenton","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","800","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"53","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Chub Point","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","140","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"46","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Six Mile Creek","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","320","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"47","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Port Dalhousie","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","290","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"48","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Stoney Creek","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","70","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"49","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Oakville","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","1360","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"50","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Humber Bay","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","280","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"51","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","Harbor/Port","Toronto Harbor","2012","Grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","3210","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"74","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Humber Bay","2014","Core","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","1240","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"72","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Humber Bay, index","2014","Trap","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","2210","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"85","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Red Hill Creek","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","40","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"75","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Humber Bay","2014","Core","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","990","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"76","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","(N/A)","Humber Bay","2014","Core","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","3470","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"77","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","Harbor/Port","Toronto Harbor","2014","Core","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","4270","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"78","North America","Ontario","Canada","Great Lakes","Lake Ontario","Littoral","Harbor/Port","Toronto Harbor","2014","Core","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","670","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"79","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Don River","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","480","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"80","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Humber River","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","100","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"81","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Humber River","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","1740","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"82","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Etobicoke Creek","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","1210","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"84","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Red Hill Creek","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","100","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"83","North America","Ontario","Canada","Great Lakes","Lake Ontario","Tributary","(N/A)","Etobicoke Creek","2015","petite Ponar grab","0-15 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & Raman","63-5000","27830","microplastic/kg sediment dry wt.","fbr, frgmnt","<2 mm","(N/R)","polyethylene, polystyrene, polyurethane","1","Single","","table_text; Table 1","Ballent et al. 2016. Sources and sinks of micro...","https://doi.org/10.1016/j.marpolbul.2016.06.037"
"668","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","3875","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH77","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"655","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","81","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH58","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"664","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","6192","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH70","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"665","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","335714","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH71","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"667","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","43072","microplastic/kg sediment dry wt.","frgmnt, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH76","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"651","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","213","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH50","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"669","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","1484","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH79","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"671","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","8509","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH82","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"672","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","18602","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH83","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"673","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","23832","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH84","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"674","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","6188","microplastic/kg sediment dry wt.","frgmnt, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH87","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"675","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","31731","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH88","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"676","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","54488","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH89","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"622","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","130","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GB39","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"666","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","North Channel","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","1343","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-LH73","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"638","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Lake Huron","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","20110","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-LH12","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"623","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","28290","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB4","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"624","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","3042","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GB42","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"625","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","2671","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GB46","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"626","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","13164","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Clay","table_text; Table S5-GB5","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"627","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","221163","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GB6","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"628","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","695","microplastic/kg sediment dry wt.","fbr, frgmnt, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GB8","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"629","North America","Ontario","Canada","Great Lakes","Lake Huron","Limnetic","(N/A)","Georgian Bay","2017 Sep","box-corer","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","5053","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Sand","table_text; Table S5-GB9","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"630","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Lake Huron","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","202","microplastic/kg sediment dry wt.","frgmnt, flm, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Sand","table_text; Table S5-GL151341-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"632","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Georgian Bay","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","385","microplastic/kg sediment dry wt.","frgmnt, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GL151344-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"634","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Georgian Bay","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","5530","microplastic/kg sediment dry wt.","frgmnt, flm, fbr","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Mud","table_text; Table S5-GL151346-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
"635","North America","Ontario","Canada","Great Lakes","Lake Huron","Littoral","(N/A)","Georgian Bay","2015 Oct","Shipek grab","0-5 cm","(N/R) dry","1-sieved, 2-density separated","sodium polytungstate (1.5 g/ml)","(none)","1x","Visual inspection & FTIR","53-5000","4425","microplastic/kg sediment dry wt.","frgmnt, fbr, flm","<1 mm","blue, black, pink, orange","polyethylene, polypropylene, polystyrene, polyethylene terephthalate","1","Single","substrate class: Hard","table_text; Table S5-GL151347-nearshore","Belontz et al. 2022. Factors driving the spatia...","https://doi.org/10.1016/j.marpolbul.2022.113709"
